"","M0","M0.96","M2.04","M3","M6","M9","M12","M24","M36","M48","M60","M72","M84","M96","M108","M120","M180","M240","M360","M480","M600"
"2015-04-02",2.2797,3.3254,3.2212,3.137,3.1021,3.1209,3.1743,3.2176,3.2609,3.3297,3.4113,3.4618,3.502,3.5257,3.5333,3.5438,3.782,4.0153,4.1245,4.2107,4.2646
"2015-04-03",2.1717,3.296,3.161,3.137,3.109,3.1188,3.1753,3.2181,3.261,3.3246,3.4013,3.496,3.556,3.5655,3.5692,3.572,3.8102,4.0435,4.1527,4.2389,4.2928
"2015-04-07",2.0507,3.2276,3.1356,3.153,3.1202,3.1247,3.1801,3.2282,3.2764,3.3578,3.4549,3.5148,3.5579,3.5816,3.5891,3.5987,3.8369,4.0702,4.1794,4.2656,4.3195
"2015-04-08",2.0177,3.2404,3.1109,3.119,3.0927,3.1223,3.1802,3.2411,3.302,3.3829,3.4749,3.5719,3.6486,3.675,3.6843,3.6938,3.9319,4.1652,4.2744,4.3606,4.4145
"2015-04-09",1.9337,3.1205,3.0608,3.019,3.0327,3.0583,3.1202,3.1991,3.2779,3.3692,3.4671,3.5729,3.6547,3.6837,3.6938,3.704,3.9421,4.1783,4.2938,4.38,4.4339
"2015-04-10",1.8237,3.089,3.0609,3.039,3.0327,3.094,3.1602,3.2085,3.2571,3.3518,3.4695,3.5637,3.6389,3.6715,3.6823,3.6947,3.9328,4.1749,4.2938,4.38,4.4339
"2015-04-13",1.7397,3.0291,2.961,3.0072,3.0773,3.0802,3.1602,3.219,3.2779,3.3661,3.467,3.5307,3.5864,3.6248,3.6442,3.6685,3.9325,4.1749,4.2938,4.38,4.4339
"2015-04-14",1.7067,3.0291,3.0043,3.0327,3.0721,3.0899,3.1302,3.166,3.2023,3.3206,3.4744,3.5281,3.5624,3.5936,3.6049,3.6211,3.8851,4.1275,4.2574,4.3436,4.3975
"2015-04-15",1.7067,3.0291,3.0034,3.0501,3.0721,3.0852,3.1002,3.1412,3.1827,3.2865,3.417,3.488,3.541,3.5721,3.5819,3.5954,3.8594,4.1018,4.2317,4.3179,4.3718
"2015-04-16",1.7877,3.1136,3.0652,3.0498,3.0501,3.0579,3.0729,3.1358,3.1988,3.3019,3.4207,3.4931,3.5329,3.5499,3.5563,3.56,3.824,4.0664,4.1963,4.2825,4.3364
"2015-04-17",1.8577,3.0431,3.0432,3.0448,3.03,3.0566,3.1628,3.1946,3.2273,3.3028,3.3977,3.4761,3.5307,3.5501,3.5577,3.5627,3.8267,4.0691,4.199,4.2852,4.3391
"2015-04-20",1.6767,2.8934,2.918,2.955,2.98,3.0276,3.0872,3.1192,3.1526,3.2266,3.3165,3.3671,3.4094,3.4362,3.4452,3.4554,3.7192,3.9616,4.0915,4.1777,4.2316
"2015-04-21",1.5917,2.7934,2.818,2.885,2.9919,2.882,3.0092,3.0629,3.1193,3.1985,3.2857,3.3265,3.357,3.3822,3.3932,3.4055,3.6693,3.9117,4.0979,4.1841,4.238
"2015-04-22",1.5387,2.3366,2.768,2.8283,3.0194,2.9415,3.0152,3.0783,3.145,3.2165,3.2891,3.3426,3.3776,3.3945,3.4005,3.4052,3.669,3.9114,4.0976,4.1838,4.2377
"2015-04-23",1.4977,2.3647,2.758,2.8199,2.9728,2.9659,2.9713,3.0931,3.2109,3.2646,3.2936,3.3754,3.4118,3.4139,3.4149,3.4151,3.6789,3.9213,4.0976,4.1538,4.2077
"2015-04-24",1.4407,2.3822,2.7112,2.8198,2.9731,2.9315,2.9276,3.0838,3.2255,3.2819,3.3075,3.3719,3.42,3.4349,3.4411,3.4454,3.7092,4.0082,4.1845,4.2407,4.2945
"2015-04-27",1.3957,2.3998,2.6586,2.6971,2.9206,2.8874,2.8663,3.0224,3.1722,3.2391,3.274,3.3325,3.3712,3.3868,3.3922,3.3952,3.6842,4.0082,4.1845,4.2407,4.2945
"2015-04-28",1.3487,2.4174,2.6867,2.7071,2.8996,2.8452,2.8266,3.0108,3.1735,3.2355,3.2623,3.3121,3.3512,3.3697,3.3759,3.3804,3.6694,3.9934,4.1697,4.2407,4.2945
"2015-04-29",1.3287,2.435,2.7048,2.7071,2.9343,2.8293,2.8267,3.0048,3.1664,3.2294,3.2581,3.3147,3.3617,3.3856,3.3935,3.4,3.689,4.013,4.1715,4.2425,4.2963
"2015-04-30",1.2797,2.4358,2.6238,2.7044,2.7856,2.6782,2.694,2.9479,3.1561,3.2256,3.2533,3.3173,3.3503,3.3503,3.3503,3.3503,3.6393,3.9633,4.1218,4.1928,4.2466
"2015-05-04",1.2087,2.3057,2.5967,2.6244,2.7659,2.7174,2.7296,2.9425,3.1421,3.2251,3.2656,3.3193,3.3516,3.37,3.376,3.3804,3.6694,3.9934,4.1519,4.2229,4.2767
"2015-05-05",1.1537,2.2775,2.5932,2.6531,2.7903,2.7265,2.7278,2.952,3.1496,3.2251,3.2599,3.3174,3.3623,3.3861,3.394,3.4006,3.6894,4.0134,4.1719,4.2429,4.2967
"2015-05-06",1.1127,2.2859,2.5034,2.5531,2.708,2.7111,2.708,2.9396,3.1516,3.2357,3.2788,3.3727,3.4324,3.4467,3.4512,3.456,3.7448,4.0612,4.2196,4.259,4.3128
"2015-05-07",1.1127,2.3886,2.426,2.5419,2.7402,2.6871,2.6912,2.9164,3.1273,3.2237,3.2828,3.3905,3.44,3.44,3.44,3.4401,3.7299,4.0513,4.2098,4.2463,4.3001
"2015-05-08",1.1127,2.4258,2.4024,2.5146,2.704,2.6762,2.6821,2.8935,3.0917,3.1868,3.2484,3.3529,3.4002,3.394,3.3814,3.3703,3.6601,3.9815,4.14,4.1765,4.2303
"2015-05-11",1.0147,2.1972,2.2758,2.4198,2.6513,2.6434,2.6562,2.8605,3.0523,3.1484,3.217,3.3466,3.41,3.4026,3.388,3.3752,3.665,3.9864,4.1449,4.1814,4.2352
"2015-05-12",0.9597,2.1878,2.2252,2.3427,2.6036,2.5959,2.5691,2.7899,2.9941,3.0946,3.1677,3.3277,3.41,3.408,3.4038,3.4002,3.6901,4.0115,4.1601,4.2055,4.2503
"2015-05-13",0.9167,2.1378,2.0752,2.1927,2.4769,2.4571,2.4501,2.7139,2.9361,3.0149,3.0637,3.2656,3.3914,3.3973,3.3996,3.4002,3.6901,4.0115,4.1601,4.2055,4.2503
"2015-05-14",0.8517,2.0378,1.9658,2.0701,2.385,2.3527,2.3557,2.6248,2.8524,2.9338,2.9869,3.2192,3.3672,3.3761,3.3795,3.3803,3.6702,3.992,4.1406,4.186,4.2308
"2015-05-15",0.7477,1.8878,1.9058,2.0574,2.3229,2.3274,2.344,2.5626,2.7681,2.9163,3.0508,3.2407,3.3559,3.3789,3.3876,3.3907,3.6803,3.992,4.1354,4.1774,4.2222
"2015-05-18",0.7217,1.8378,1.905,2.0129,2.3148,2.325,2.374,2.5985,2.8204,2.9617,3.082,3.2471,3.3586,3.3922,3.4046,3.4109,3.7005,3.9826,4.1366,4.1786,4.2234
"2015-05-19",0.7027,1.8885,1.9491,2.0447,2.3148,2.374,2.4574,2.6794,2.8995,3.0103,3.1007,3.2584,3.3746,3.4105,3.4235,3.4311,3.7207,3.9876,4.1342,4.1762,4.221
"2015-05-20",0.7017,1.9864,2.0491,2.0598,2.2448,2.3619,2.4391,2.6438,2.8494,2.9921,3.1197,3.289,3.3918,3.4155,3.4244,3.4282,3.7178,3.9847,4.1372,4.1792,4.224
"2015-05-21",0.7027,1.9712,2.0705,2.0998,2.3411,2.3683,2.4373,2.6416,2.8446,2.987,3.1151,3.2837,3.3874,3.4123,3.4216,3.4257,3.7153,3.9651,4.1251,4.1659,4.2107
"2015-05-22",0.7067,2.0717,1.9806,2.0622,2.3161,2.3458,2.3822,2.6078,2.8293,3,3.1538,3.2925,3.3723,3.4005,3.4106,3.416,3.7054,3.9651,4.0751,4.1159,4.1607
"2015-05-25",0.7087,2.1031,2.0022,2.1122,2.2017,2.211,2.2462,2.5413,2.8389,3.0138,3.1707,3.3115,3.3874,3.4155,3.4255,3.431,3.7204,3.9451,4.0251,4.0659,4.1107
"2015-05-26",0.7097,1.9674,2.0055,1.9901,2.0757,1.9891,2.0338,2.4745,2.895,3.0792,3.1997,3.3612,3.4597,3.499,3.5127,3.5214,3.7704,3.9415,4.0023,4.0959,4.1407
"2015-05-27",0.7097,1.9174,1.9306,1.9167,1.9877,1.8291,1.8707,2.397,2.8766,3.0751,3.1597,3.3613,3.485,3.4985,3.5038,3.5055,3.7559,3.927,4.039,4.1114,4.1562
"2015-05-28",0.7127,1.9538,2.0005,1.9913,2.0463,1.8891,1.9369,2.4314,2.9029,3.1357,3.3171,3.5148,3.5874,3.5812,3.5696,3.5652,3.7669,3.938,4.006,4.0784,4.1232
"2015-05-29",0.8184,1.9017,1.9652,2.0038,2.1527,2.0476,1.9387,2.4457,2.9196,3.1384,3.2924,3.4992,3.5831,3.5912,3.5944,3.5954,3.7889,3.9519,4.019,4.0912,4.136
"2015-06-01",0.8063,1.9611,2.0058,2.0238,2.0627,2.0264,1.9947,2.4763,2.924,3.161,3.3434,3.5446,3.6243,3.6349,3.6391,3.6404,3.8124,3.9753,4.0321,4.1043,4.1491
"2015-06-02",0.8134,1.9622,1.9758,2.0036,2.0478,1.9865,1.9651,2.4482,2.8957,3.1162,3.2809,3.4796,3.566,3.5804,3.5861,3.588,3.7862,3.9753,4.0321,4.1044,4.1491
"2015-06-03",0.8184,1.9246,1.9491,1.9531,1.9525,1.9616,1.9356,2.4302,2.8868,3.1049,3.2647,3.4577,3.562,3.5934,3.6051,3.6111,3.7902,3.9572,4.0221,4.0944,4.1392
"2015-06-04",0.8263,1.829,1.8811,1.9131,1.9151,1.9259,1.8813,2.4008,2.8782,3.0962,3.2512,3.4407,3.5419,3.5734,3.5851,3.5912,3.7702,3.9373,4.0021,4.0744,4.1192
"2015-06-05",0.8303,1.8768,1.92,1.9409,1.9012,1.8742,1.8763,2.3931,2.8672,3.0854,3.2418,3.4266,3.5273,3.5618,3.5743,3.5814,3.7603,3.9273,3.9922,4.0645,4.1093
"2015-06-08",0.8403,1.819,1.87,1.8605,1.8833,1.8738,1.8576,2.3824,2.8603,3.0837,3.2459,3.4215,3.5116,3.5434,3.5549,3.5613,3.7403,3.9422,4.006,4.0783,4.1231
"2015-06-09",0.8504,1.7972,1.8009,1.9005,1.8609,1.834,1.7786,2.3442,2.8572,3.0853,3.2453,3.4149,3.5014,3.5367,3.549,3.5565,3.7253,3.9184,4.0145,4.0701,4.0983
"2015-06-10",0.5964,1.9172,1.8172,1.8131,1.8274,1.7461,1.7097,2.325,2.88,3.1047,3.2527,3.422,3.5181,3.5642,3.5796,3.5912,3.7603,3.9534,4.0495,4.1051,4.1333
"2015-06-11",0.6033,1.758,1.7026,1.7831,1.8074,1.7255,1.7103,2.3379,2.9023,3.1265,3.2733,3.4471,3.5462,3.5926,3.6082,3.6197,3.7887,3.9818,4.0779,4.1335,4.1617
"2015-06-12",0.6173,1.7611,1.6841,1.7431,1.7963,1.7562,1.687,2.3278,2.9018,3.1159,3.2518,3.4309,3.5404,3.5918,3.609,3.6226,3.7901,3.9817,4.0778,4.1334,4.1616
"2015-06-15",0.6344,1.7912,1.7258,1.7742,1.7563,1.7169,1.6482,2.3263,2.9282,3.1459,3.2833,3.4635,3.5769,3.6334,3.652,3.6681,3.8357,4.0273,4.1234,4.179,4.2072
"2015-06-16",0.6443,1.6832,1.7349,1.7667,1.7908,1.7167,1.6407,2.3326,2.9342,3.1454,3.2756,3.4431,3.5394,3.5836,3.5984,3.6099,3.7775,3.9691,4.0652,4.1208,4.149
"2015-06-17",0.6643,1.6929,1.7498,1.7996,1.8508,1.7294,1.689,2.3643,2.9468,3.1493,3.2737,3.4334,3.5296,3.5766,3.5922,3.6052,3.7725,3.9561,4.0526,4.1082,4.149
"2015-06-18",0.8454,1.8224,1.9257,1.8022,1.8611,1.7306,1.7044,2.3682,2.8998,3.1295,3.2044,3.3594,3.4926,3.5411,3.5584,3.573,3.74,3.9236,4.0201,4.0757,4.1165
"2015-06-19",0.9104,2.0722,1.8649,1.8492,1.8228,1.7425,1.7494,2.3287,2.8662,3.1033,3.1853,3.3693,3.5115,3.5548,3.571,3.5825,3.7495,3.9331,4.0296,4.0852,4.126
"2015-06-23",0.9384,2.0422,1.7685,1.8354,1.8485,1.7202,1.7159,2.3244,2.857,3.1007,3.1923,3.3845,3.528,3.5752,3.5924,3.6054,3.7724,3.956,4.0525,4.1081,4.1489
"2015-06-24",1.1314,2.3576,1.808,1.8275,1.8121,1.7463,1.7165,2.329,2.8687,3.1175,3.2127,3.3982,3.5318,3.5783,3.5951,3.6079,3.7749,3.9585,4.055,4.1106,4.1514
"2015-06-25",1.1503,2.4715,1.758,1.8151,1.8556,1.6915,1.7128,2.3252,2.8699,3.1184,3.2129,3.3994,3.5317,3.5751,3.591,3.6028,3.7687,3.9523,4.0488,4.1044,4.1452
"2015-06-26",1.1503,2.4715,1.758,1.8151,1.8485,1.7915,1.7628,2.3226,2.8662,3.1162,3.2134,3.3998,3.5322,3.5785,3.5951,3.608,3.7739,3.9575,4.054,4.1096,4.1504
"2015-06-29",1.1334,2.3215,1.6871,1.7912,1.8657,1.7577,1.7528,2.327,2.8859,3.1119,3.2278,3.4128,3.5307,3.5751,3.5907,3.603,3.769,3.9526,4.0491,4.1047,4.1455
"2015-06-30",1.0503,1.9996,1.6872,1.9197,1.8659,1.7104,1.7378,2.343,2.8973,3.1258,3.2084,3.3959,3.5338,3.5722,3.5871,3.5976,3.764,3.9476,4.0477,4.1031,4.1439
"2015-07-01",0.9564,1.9996,1.9029,1.9684,1.8573,1.7329,1.7378,2.3517,2.8917,3.0974,3.1678,3.381,3.5464,3.5865,3.6023,3.6127,3.779,3.9626,4.0628,4.1181,4.1589
"2015-07-02",0.9542,2.0606,1.8981,1.9883,1.8773,1.7672,1.7745,2.3481,2.8785,3.0993,3.1822,3.4063,3.5639,3.5997,3.6139,3.6223,3.789,3.9726,4.0636,4.1188,4.1596
"2015-07-03",0.9524,2.0206,1.9804,1.9641,1.8874,1.7896,1.774,2.3613,2.8843,3.0868,3.1587,3.3763,3.5252,3.5541,3.5657,3.5719,3.7386,3.9222,4.0752,4.1188,4.1596
"2015-07-06",0.9603,1.9616,1.8954,1.9327,1.8489,1.7411,1.7455,2.3164,2.8328,3.0367,3.1125,3.3207,3.4527,3.4769,3.4866,3.4917,3.6586,3.8422,3.9952,4.0388,4.0796
"2015-07-07",0.9693,1.9276,1.9229,1.9161,1.9283,1.9144,1.9155,2.3714,2.8252,3.0365,3.1321,3.323,3.4151,3.4283,3.4337,3.4361,3.603,3.7866,3.9396,3.9832,4.024
"2015-07-08",0.9804,1.8773,2.0879,1.9634,2.0537,2.0046,2.2655,2.5534,2.8402,3.0095,3.1249,3.352,3.4481,3.4434,3.4355,3.4307,3.5978,3.7814,3.9344,3.978,4.0188
"2015-07-09",0.9914,1.9456,2.1869,2.0827,2.2014,2.0895,2.2655,2.5407,2.8148,2.9842,3.1061,3.3404,3.4399,3.4386,3.4365,3.4358,3.6028,3.7864,3.9394,3.983,4.0238
"2015-07-10",1.0034,2.0556,2.2869,2.2668,2.2867,2.3365,2.3555,2.5895,2.8226,2.9877,3.1226,3.3523,3.4698,3.4816,3.4865,3.4885,3.6553,3.8389,3.9919,4.0355,4.0763
"2015-07-13",1.0173,2.061,2.271,2.3095,2.2398,2.3027,2.4455,2.6425,2.8391,2.9994,3.1448,3.358,3.4741,3.4911,3.4981,3.5014,3.6682,3.8161,3.9708,4.0144,4.0552
"2015-07-14",1.0314,2.063,2.3408,2.3603,2.384,2.3428,2.4486,2.6482,2.8475,3.0155,3.1711,3.383,3.5016,3.5217,3.53,3.5341,3.7007,3.8212,3.9769,4.0205,4.0613
"2015-07-15",1.0383,2.1042,2.3615,2.3352,2.4038,2.3828,2.4368,2.6429,2.8486,3.0174,3.1715,3.3842,3.5098,3.5342,3.544,3.5495,3.7157,3.8132,3.9769,4.0205,4.0613
"2015-07-16",1.0563,2.1483,2.3371,2.3767,2.4039,2.4282,2.4471,2.6483,2.8485,3.0045,3.1569,3.372,3.4962,3.5218,3.5301,3.5208,3.6954,3.7929,3.9566,4.0002,4.041
"2015-07-17",1.0754,2.1016,2.2879,2.3894,2.4315,2.448,2.4501,2.6507,2.8487,3.0098,3.1563,3.352,3.4706,3.4959,3.5061,3.5123,3.7033,3.7727,3.9364,3.9918,4.0326
"2015-07-20",0.9834,2.0548,2.1957,2.3387,2.4238,2.4131,2.4583,2.6548,2.8503,3.0106,3.1573,3.3429,3.4623,3.4884,3.4967,3.5009,3.6923,3.7842,3.9479,4.0033,4.0441
"2015-07-21",0.9974,2.1556,2.2104,2.3273,2.4064,2.4243,2.4417,2.6323,2.8201,2.9998,3.1765,3.3654,3.4773,3.5037,3.5143,3.5214,3.7128,3.8047,3.9684,4.0238,4.0646
"2015-07-22",1.0164,2.0246,2.1336,2.2183,2.394,2.3881,2.4071,2.63,2.8485,3.0135,3.1586,3.3682,3.4825,3.502,3.51,3.5145,3.7059,3.7978,3.9615,4.0169,4.0577
"2015-07-23",1.0254,2.0506,2.1336,2.1183,2.3538,2.3143,2.3335,2.588,2.8373,3.0159,3.1658,3.3292,3.4284,3.4593,3.4705,3.4751,3.6851,3.7952,3.9593,4.0147,4.0555
"2015-07-24",1.0304,1.9525,2.1748,2.1189,2.2701,2.2449,2.336,2.5865,2.8378,3.013,3.1576,3.3042,3.3986,3.4386,3.4526,3.4602,3.6701,3.7803,3.9231,3.9787,4.0245
"2015-07-27",1.0674,1.923,2.1363,2.0589,2.2475,2.2315,2.3113,2.5716,2.8309,3.0107,3.1596,3.3148,3.4093,3.4426,3.4546,3.4602,3.6702,3.7803,3.9231,3.9787,4.0245
"2015-07-28",1.0814,2.0067,2.1561,2.1022,2.2482,2.1868,2.2617,2.5659,2.8654,3.0324,3.1501,3.3183,3.4078,3.4272,3.4362,3.4401,3.6502,3.7603,3.9031,3.9587,4.0045
"2015-07-29",1.0204,1.9367,2.1564,2.1522,2.1964,2.1892,2.2388,2.5331,2.8202,3.007,3.1553,3.3102,3.3938,3.4178,3.4267,3.4302,3.6402,3.7503,3.8931,3.9487,3.9945
"2015-07-30",0.9414,1.8386,2.1816,2.181,2.2423,2.2372,2.2318,2.5585,2.8682,3.0406,3.1617,3.3077,3.3945,3.4244,3.4352,3.4402,3.6503,3.7604,3.9031,3.9588,4.0046
"2015-07-31",0.8634,1.8022,2.2102,2.212,2.2373,2.2639,2.253,2.5707,2.8712,3.0478,3.1798,3.3585,3.4468,3.4639,3.472,3.4752,3.6853,3.7954,3.9381,3.9938,4.0396
"2015-08-03",0.8814,1.7557,2.1916,2.2003,2.2314,2.2388,2.3038,2.5997,2.8888,3.0663,3.2048,3.3795,3.4613,3.4672,3.4696,3.47,3.6801,3.7902,3.9329,3.9886,4.0344
"2015-08-04",0.8904,1.7557,2.1267,2.1743,2.2774,2.2547,2.3254,2.604,2.8777,3.0545,3.1981,3.3769,3.4613,3.4673,3.4696,3.47,3.6801,3.7902,3.9453,4.001,4.0468
"2015-08-05",0.9014,1.7689,2.1196,2.1469,2.2633,2.2686,2.2428,2.575,2.8852,3.0662,3.203,3.3799,3.4614,3.4673,3.4696,3.4701,3.6801,3.8302,3.9491,4.0048,4.0506
"2015-08-06",0.9104,1.7968,2.0992,2.1665,2.2261,2.1858,2.2073,2.5576,2.8867,3.0524,3.1646,3.3645,3.4599,3.46,3.46,3.46,3.6701,3.8202,3.9391,3.9948,4.0406
"2015-08-07",0.9224,1.8909,2.0992,2.0865,2.2014,2.1938,2.1753,2.5458,2.8891,3.0556,3.1633,3.3268,3.4204,3.4433,3.452,3.4553,3.6652,3.8153,3.9342,3.9899,4.0357
"2015-08-10",0.9504,1.9796,2.1193,2.1567,2.164,2.1599,2.1843,2.5481,2.8876,3.061,3.1799,3.3301,3.4224,3.4566,3.4689,3.4755,3.6854,3.8355,3.9544,4.0101,4.0559
"2015-08-11",0.9794,1.9731,2.2642,2.2377,2.2011,2.204,2.2433,2.6125,2.9594,3.1331,3.2516,3.4197,3.504,3.5184,3.524,3.5256,3.6935,3.8436,3.9625,4.0182,4.064
"2015-08-12",1.0074,1.9578,2.238,2.2191,2.2373,2.2405,2.3181,2.6458,2.9635,3.1375,3.2661,3.4347,3.5191,3.5331,3.5386,3.5402,3.7081,3.8582,3.9771,4.0328,4.0786
"2015-08-13",1.0344,1.9778,2.188,2.2484,2.269,2.2323,2.2883,2.6218,2.9397,3.1241,3.2649,3.4126,3.4856,3.505,3.5124,3.5153,3.6832,3.8333,3.9522,4.0079,4.0537
"2015-08-14",1.0604,2.02,2.2043,2.2023,2.2449,2.241,2.3273,2.6216,2.9117,3.1001,3.2558,3.4166,3.4883,3.4995,3.5039,3.5052,3.6731,3.8232,3.9421,3.9978,4.0436
"2015-08-17",1.0944,2.0894,2.236,2.2509,2.2579,2.2225,2.2466,2.5957,2.9324,3.1154,3.2521,3.4252,3.5033,3.5128,3.5167,3.5176,3.6856,3.8357,3.9546,4.0103,4.0561
"2015-08-18",1.1384,2.0545,2.236,2.2395,2.2596,2.2335,2.2621,2.5994,2.9249,3.1138,3.2623,3.4405,3.5104,3.5118,3.5124,3.5126,3.6808,3.8309,3.9498,4.0055,4.0513
"2015-08-19",1.1814,2.1618,2.2423,2.2509,2.2651,2.2329,2.2571,2.5982,2.9263,3.1186,3.2705,3.4424,3.5119,3.5174,3.5196,3.5201,3.6883,3.8384,3.9573,4.013,4.0588
"2015-08-20",1.2234,2.2005,2.2691,2.2996,2.2695,2.2547,2.2608,2.5983,2.9211,3.1155,3.2723,3.4526,3.5199,3.5166,3.5104,3.5051,3.6733,3.8398,3.9751,4.0308,4.0766
"2015-08-21",1.2404,2.2305,2.2391,2.2524,2.2521,2.2527,2.2608,2.5949,2.9132,3.0985,3.2463,3.4321,3.5048,3.5026,3.4985,3.4951,3.6633,3.8298,3.9651,4.0208,4.0666
"2015-08-24",1.2594,2.2515,2.2249,2.2111,2.247,2.238,2.2807,2.6141,2.9325,3.1057,3.2399,3.4197,3.4898,3.4854,3.4771,3.4701,3.6384,3.8049,3.9402,3.9959,4.0417
"2015-08-25",1.2724,2.1335,2.2384,2.2337,2.2469,2.2464,2.28,2.6179,2.9376,3.0907,3.202,3.396,3.4788,3.4741,3.4652,3.4577,3.626,3.7925,3.9278,3.9835,4.0293
"2015-08-26",1.1794,2.1339,2.1684,2.2537,2.2598,2.2362,2.2657,2.6039,2.9234,3.0785,3.1924,3.3782,3.4548,3.449,3.4381,3.429,3.5973,3.7638,3.9112,3.9668,4.0126
"2015-08-27",1.2324,2.1409,2.2653,2.2737,2.281,2.2735,2.2661,2.6081,2.9256,3.0692,3.1689,3.334,3.3999,3.3977,3.3935,3.3902,3.5585,3.725,3.8724,3.928,3.9738
"2015-08-28",1.2474,2.1819,2.2233,2.2495,2.2628,2.2557,2.2735,2.6081,2.9202,3.0634,3.1634,3.3151,3.3762,3.3788,3.3799,3.3803,3.5486,3.7151,3.8625,3.9181,3.9639
"2015-08-31",1.6068,2.5413,2.2253,2.2608,2.3,2.2848,2.2519,2.6069,2.9311,3.0568,3.1345,3.2764,3.33,3.3294,3.3284,3.3252,3.4935,3.66,3.8074,3.863,3.9088
"2015-09-01",1.6268,2.3569,2.158,2.2549,2.2829,2.257,2.2628,2.6191,2.9348,3.0496,3.1178,3.2585,3.3149,3.3115,3.3052,3.3002,3.4684,3.663,3.8014,3.857,3.9028
"2015-09-02",1.8368,2.3679,2.1611,2.2434,2.2497,2.227,2.2586,2.6202,2.9493,3.0709,3.1428,3.2696,3.3149,3.3115,3.3052,3.3002,3.4684,3.663,3.8014,3.857,3.9028
"2015-09-06",1.7068,2.3569,2.1541,2.1862,2.2766,2.247,2.254,2.6155,2.9405,3.0659,3.1459,3.2788,3.3249,3.3237,3.3217,3.3203,3.4884,3.683,3.8214,3.877,3.9228
"2015-09-07",1.7098,2.2957,2.1717,2.2133,2.2916,2.2571,2.2643,2.6338,2.9659,3.1022,3.1924,3.3134,3.3499,3.3464,3.3401,3.3353,3.5033,3.6979,3.8517,3.9072,3.953
"2015-09-08",1.7028,2.1554,2.1716,2.2482,2.3008,2.2941,2.2737,2.6465,2.9774,3.096,3.1763,3.3073,3.3564,3.3588,3.3598,3.3603,3.5283,3.7229,3.831,3.8872,3.933
"2015-09-09",1.6018,2.0646,2.1306,2.2068,2.3059,2.2927,2.2543,2.6491,2.9902,3.1114,3.1843,3.3047,3.3457,3.3469,3.3474,3.3478,3.5158,3.7104,3.8185,3.8747,3.9205
"2015-09-10",1.5048,2.1046,2.1401,2.2078,2.2996,2.288,2.2546,2.6511,2.9938,3.1158,3.1901,3.3139,3.3549,3.3526,3.3484,3.3453,3.5133,3.7079,3.816,3.8722,3.918
"2015-09-11",1.4059,2.1016,2.1444,2.2194,2.3266,2.277,2.2543,2.6374,2.9765,3.1074,3.1918,3.3069,3.34,3.3401,3.3401,3.3404,3.5084,3.703,3.8111,3.8673,3.9131
"2015-09-14",1.4048,2.0837,2.1002,2.1707,2.2957,2.2774,2.2862,2.6499,2.9708,3.1051,3.1718,3.2958,3.3448,3.3413,3.335,3.3303,3.4983,3.6929,3.801,3.8572,3.903
"2015-09-15",1.4048,2.137,2.1065,2.1769,2.2728,2.2784,2.3261,2.6599,2.9683,3.0942,3.1562,3.2709,3.3149,3.3138,3.3117,3.3104,3.4793,3.6739,3.782,3.8382,3.884
"2015-09-16",1.4058,2.187,2.152,2.1671,2.2597,2.2515,2.333,2.6619,2.9681,3.0858,3.1413,3.268,3.3248,3.3213,3.315,3.3103,3.4792,3.6738,3.812,3.8682,3.914
"2015-09-17",1.4048,2.1669,2.1523,2.197,2.2507,2.2468,2.3062,2.6614,2.9822,3.1069,3.1666,3.2773,3.32,3.32,3.32,3.3204,3.4893,3.6839,3.797,3.8532,3.899
"2015-09-18",1.4058,2.1269,2.1473,2.227,2.3196,2.2679,2.3292,2.6677,2.9739,3.0911,3.1467,3.2737,3.3297,3.325,3.3166,3.3105,3.4794,3.674,3.7828,3.839,3.8848
"2015-09-21",1.4068,2.2301,2.1983,2.2646,2.3295,2.3029,2.3271,2.684,2.9905,3.0941,3.1419,3.2664,3.3249,3.3237,3.3216,3.3204,3.4893,3.709,3.8178,3.874,3.9198
"2015-09-22",1.4138,2.2801,2.2071,2.2492,2.3039,2.3129,2.3078,2.6775,2.9815,3.0981,3.1548,3.2784,3.3299,3.3288,3.3267,3.3255,3.4951,3.74,3.8488,3.905,3.9508
"2015-09-23",1.4138,2.2065,2.1932,2.2525,2.3095,2.3029,2.3086,2.7111,3.0098,3.1076,3.1507,3.2778,3.3399,3.3387,3.3366,3.3354,3.5053,3.7502,3.8612,3.9173,3.9631
"2015-09-24",1.4148,2.2907,2.2054,2.2641,2.3193,2.3162,2.2893,2.7004,2.9981,3.0913,3.132,3.2619,3.3271,3.3247,3.3206,3.318,3.5003,3.7452,3.8715,3.9273,3.9731
"2015-09-25",1.4128,2.3407,2.2229,2.2533,2.3423,2.3191,2.3625,2.6949,2.9772,3.0762,3.1226,3.2594,3.3248,3.321,3.3145,3.3101,3.4924,3.7373,3.8769,3.9326,3.9784
"2015-09-28",1.4158,2.2907,2.1902,2.242,2.3294,2.3114,2.4032,2.7033,2.9605,3.0502,3.0929,3.2355,3.3048,3.3011,3.2948,3.2906,3.4729,3.7178,3.8574,3.9131,3.9589
"2015-09-29",1.4128,2.2537,2.1885,2.1939,2.3193,2.3012,2.389,2.7003,2.9483,3.0235,3.0574,3.1975,3.2696,3.2635,3.2529,3.2457,3.4644,3.7408,3.8804,3.9361,3.9819
